transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
SPAC27E2.10c.1	1	0.549183963384619	FALSE	TRUE
SPBC8D2.18c.1	1	0.646454731873293	FALSE	TRUE
SPNCRNA.963.1	1	1.53278052664378	FALSE	TRUE
SPAC17G8.10c.1	1	5.99812587989829	FALSE	TRUE
SPAC8E11.12.1	1	0.344147064608182	FALSE	TRUE
SPNCRNA.363.1	1	1	FALSE	FALSE
SPAC694.04c.1	1	1.25310264260814	FALSE	TRUE
SPBC902.02c.1	1	5.92234717111498	FALSE	TRUE
ENSRNA049631591-T1	1	1	FALSE	FALSE
SPAC11E3.06.1	1	0.731864942675269	FALSE	TRUE
SPCC16C4.05.1	1	1.43143482932845	FALSE	TRUE
ENSRNA049631250-T1	1	1	FALSE	FALSE
SPBP8B7.32.1	1	0.871649626935932	FALSE	TRUE
SPRRNA.06.1	1	1	FALSE	FALSE
SPAC3A11.07.1	1	1.19756319374832	FALSE	TRUE
SPNCRNA.1534.1	1	1.33948139995334	FALSE	TRUE
SPBC119.02.1	1	0.953369034450648	FALSE	TRUE
SPAC24B11.06c.1	1	0.867047279927177	FALSE	TRUE
SPAC24C9.03.1	1	0.9486731301145	FALSE	TRUE
SPNCRNA.1162.1	1	1.11175131354792	FALSE	TRUE
SPCC576.17c.1	1	1.16207438325647	FALSE	TRUE
SPBC428.12c.1	1	5.95644207974885	FALSE	TRUE
SPBC83.07.1	1	1.34456577463319	FALSE	TRUE
SPNCRNA.208.1	1	1	FALSE	FALSE
SPAPB1A10.09.1	1	0.711682067367378	FALSE	TRUE
SPNCRNA.1537.1	1	9.9530094650193	FALSE	TRUE
SPBC1718.03.1	1	1.03546517394851	FALSE	TRUE
SPAPB8E5.06c.1	1	1.34240902860976	FALSE	TRUE
SPAC4F8.02c.1	1	0.525417865868197	FALSE	TRUE
SPBP8B7.17c.1	1	0.668307286383359	FALSE	TRUE
SPBP23A10.02.1	1	1.51743657640966	FALSE	TRUE
SPNCRNA.955.1	1	0.593061255666622	FALSE	TRUE
SPBC947.14c.1	1	0.524967046460503	FALSE	TRUE
SPCC285.17.1	1	0.719228732842705	FALSE	TRUE
SPBC887.11.1	1	0.515082502694445	FALSE	TRUE
SPCC1259.14c.1	1	1.17450381086456	FALSE	TRUE
SPNCRNA.1298.1	1	0.741944460739964	FALSE	TRUE
SPBC17D1.05.1	1	1.05770909701534	FALSE	TRUE
SPBC543.09.1	1	0.482223586547186	FALSE	TRUE
SPMITTRNAARG.01.1	1	1	FALSE	FALSE
SPAP14E8.05c.1	1	0.963642519816194	FALSE	TRUE
SPCC306.06c.1	1	0.593192826037198	FALSE	TRUE
SPAC1952.17c.1	1	0.664662811470253	FALSE	TRUE
SPBC1289.02c.1	1	1.13162414016994	FALSE	TRUE
SPAC12B10.04.1	1	0.751139359078335	FALSE	TRUE
SPNCRNA.54.1	1	0.451098574219132	FALSE	TRUE
SPNCRNA.1271.1	1	0.442197203441111	FALSE	TRUE
SPAPB1E7.12.1	1	1.15501786963403	FALSE	TRUE
SPBC337.03.1	1	1.15266565917557	FALSE	TRUE
SPNCRNA.1168.1	1	0.576669525306487	FALSE	TRUE
SPNCRNA.1151.1	1	0.886732760285526	FALSE	TRUE
SPBTRNAPRO.07.1	1	1	FALSE	FALSE
SPBP4H10.17c.1	1	0.792305919870085	FALSE	TRUE
SPBC16A3.18.1	1	1.04066843847782	FALSE	TRUE
SPCC24B10.14c.1	1	1.34399094189682	FALSE	TRUE
SPBC1709.09.1	1	0.988854552501884	FALSE	TRUE
SPAC1B3.07c.1	1	0.459028468934225	FALSE	TRUE
SPAC1039.03.1	1	0.474147906066707	FALSE	TRUE
SPNCRNA.348.1	1	0.937979483595341	FALSE	TRUE
ENSRNA049632274-T1	1	1	FALSE	FALSE
SPAC105.02c.1	1	1.18876193049957	FALSE	TRUE
SPNCRNA.437.1	1	0.471532669045132	FALSE	TRUE
SPAC9.09.1	1	0.658726685266221	FALSE	TRUE
SPNCRNA.1220.1	1	0.701050476811313	FALSE	TRUE
SPBC4F6.07c.1	1	0.680153707773287	FALSE	TRUE
SPBC17D11.08.1	1	1.10839752159541	FALSE	TRUE
SPBC2D10.03c.1	1	0.804719891305599	FALSE	TRUE
SPCC126.12.1	1	0.479438186666014	FALSE	TRUE
SPBC11G11.07.1	1	4.28007055684838	FALSE	TRUE
SPCC126.06.1	1	0.351464088301787	FALSE	TRUE
SPCC970.04c.1	1	0.626424917899271	FALSE	TRUE
SPCC330.19c.1	1	0.748354614135017	FALSE	TRUE
SPAC167.08.1	1	1.19936276756912	FALSE	TRUE
SPBC25H2.13c.1	1	0.898663293595327	FALSE	TRUE
SPBC713.11c.1	1	0.323707634477147	FALSE	TRUE
SPCC1235.13.1	1	0.441870374951498	FALSE	TRUE
SPNCRNA.462.1	1	0.665512574422115	FALSE	TRUE
SPAPB24D3.01.1	1	0.69128386900545	FALSE	TRUE
SPBC9B6.04c.1	1	0.628035378744204	FALSE	TRUE
SPNCRNA.188.1	1	0.410773691180092	FALSE	TRUE
ENSRNA049628005-T1	1	1	FALSE	FALSE
SPCC306.10.1	1	0.740684140976799	FALSE	TRUE
SPAC25B8.16.1	1	1.49196161106285	FALSE	TRUE
SPCC794.02.1	1	1.27405086217591	FALSE	TRUE
SPAC1002.07c.1	1	0.597812263232625	FALSE	TRUE
SPAC56E4.05.1	1	0.772858459865925	FALSE	TRUE
SPAC3G9.15c.1	1	1.3021202900104	FALSE	TRUE
SPNCRNA.1070.1	1	1.02407719197377	FALSE	TRUE
SPBC19G7.10c.1	1	3.7835199617994	FALSE	TRUE
SPNCRNA.1071.1	1	0.563385368315825	FALSE	TRUE
SPBC1348.12.1	1	1.20450895987776	FALSE	TRUE
SPAC6C3.05.1	1	1.01940706000387	FALSE	TRUE
